CPH,ProducerID,TradingName,Date
15/012/0163/01,8618,BLACKBURN & HAYNES,2019-08-11
10/275/0011/00,6388,M/S F V REEVES & PARTNERS,2019-08-12
21/649/0005/00,10650,J & S A LANCASTER,2019-08-13
10/291/0060/00,6452,M/S W G F & D W HUNT & CO,2019-08-14
14/309/0016/00,8534,E J EVANS,2019-08-15
15/087/0084/00,8664,R W & P M BUSH,2019-08-16
07/195/0023/0,2481,W C & W R MARTIN,2019-08-17
37/237/0002/00,15440,R & M HOPLEY & SONS,2019-08-18
07/199/0051/00,2520,K BOTTRELL,2019-08-19
08/033/0030/,2844,MESSRS WILSON,2019-08-20
37/234/0050/00,15432,MR G J TIDESWELL,2019-08-21
53/116/0088/00,29919,R T & M ROBERTS,2019-08-22
37/196/0144/00,30156,T/A: DA & PR WARING,2019-08-23
06/215/0008/00,846,M/S N & R BOOTE,2019-08-24
06/215/0004/00,845,G F BLYTHE & SON,2019-08-25
06/219/0055/00,863,A F & D V SHALLCROSS,2019-08-26
06/216/0028/00,852,JD FOWLES AND PARTNERS,2019-08-27
07/188/0081/00,2447,D R & B BADCOCK,2019-08-28
37/013/0086/00,29245,L E BOTHWELL,2019-08-29
53/116/0088/,29919,R T & M ROBERTS,2019-08-30
07/199/0051/00,2520,K BOTTRELL,2019-08-31
06/453/0188/00,1524,G R FARMS LTD,2019-09-01
06/226/0029/00,883,R P HILL,2019-09-02
10/144/0020/00,5722,M R & C M GILBERT,2019-09-03
06/165/0013/00,703,BLACKSHAW & SONS,2019-09-04
10/188/0010/00,30341,T/A: WJ & TJ LAW & SON,2019-09-05
06/118/0003/00,569,WILLIAM NIELD & SONS,2019-09-06
55/268/0020/00,20872,I W & E A J HUGHES,2019-09-07
08/193/0006/,29026,M/S A S & C COULTHARD,2019-09-08
08/628/0012/00,30097,T/A: T J MARTIN & A M PORTER,2019-09-09
55/211/0139/00,20617,E EVANS & SONS LTD,2019-09-10
55/268/0045/00,20876,J B J MORICE,2019-09-11
59/151/0049/00,22479,M & W J STEVENS,2019-09-12
08/028/0117/00,29042,DOLKEN DAIRY GOATS,2019-09-13
17/431/0033/00,9261,K J MORRIS,2019-09-14
08/040/0046/00,30695,T/A: CROSSHILL FARM LIMITED,2019-09-15
08/345/0003/,3899,M/S J J & M A PARK & SON,2019-09-16
06/151/0010/00,665,MESSRS S L D M & E P GERRARD,2019-09-17
06/007/0033/00,30374,T/A; G P BROADSMITH & SON,2019-09-18
36/187/0057/00,13710,A J LIMOND,2019-09-19
17/431/0105/00,9264,T/A: CARPENTERS HILL FARM,2019-09-20
08/363/0007/00,3972,R & A G GALBRAITH,2019-09-21
36/326/0028/02,14012,WALDEGRAVE FARMS LTD,2019-09-22
09/242/0033/00,4970,SEWELL FARMERS,2019-09-23
21/106/0242/00,9812,E & W THRELFALL,2019-09-24
36/224/0006/00,13755,MANOR FARM WHOLE MILK,2019-09-25
08/034/0004/,2856,MESSRS HUGHES,2019-09-26
21/387/0540/00,10595,K T WOOD & SON,2019-09-27
35/080/0156/00,29277,CHESWARDINE PARK FARM,2019-09-28
35/081/0013/00,12466,J W GIBSON & SON,2019-09-29
51/200/0055/00,18771,M C YEWDALL,2019-09-30
08/309/0053/,3736,M/S J H & M E CHAPPLEHOW,2019-10-01
56/080/0016/00,21965,D & E OWEN & SONS,2019-10-02
10/292/0016/00,6454,MR T O & MRS B J DAYMOND,2019-10-03
37/144/0036/00,15044,C & S MALPASS LTD,2019-10-04
37/144/0084/00,15040,R SWIFT & SONS,2019-10-05
56/080/0016/,21965,D & E OWEN & SONS,2019-10-06
36/326/0028/,14013,WALDEGRAVE FARMS LTD,2019-10-07
10/291/0060/,6452,M/S W G F & D W HUNT & CO,2019-10-08
10/292/0016/,6454,MR T O & MRS B J DAYMOND,2019-10-09
36/326/0028/,14010,B GREEN & SON,2019-10-10
10/210/0050/00,6146,M/S TRATT,2019-10-11
10/009/0012/00,5171,M/S P.C.& H.A.HUMPHRY,2019-10-12
07/051/0053/00,1803,W.O BROWN & SONS,2019-10-13
38/451/0067/00,29977,OAK TREE COTTAGE,2019-10-14
07/056/0003/00,1828,G S & K M TREVAIL,2019-10-15
13/122/0049/00,28787,GREYS MILKING SHEEP CO.,2019-10-16
07/211/0015/00,2606,T A WILLS,2019-10-17
08/396/0014/00,4139,M/S G & E A HARRISON,2019-10-18
55/450/0055/00,21184,D C RICHARDS & CO.,2019-10-19
20/335/0068/00,9561,S H GRIBBLE,2019-10-20
37/064/0449/00,30599,T/A: C C & CJ LOVATT,2019-10-21
10/320/0064/00,6573,P PHILP,2019-10-22
06/350/0001/00,1368,R & H BATES & SONS,2019-10-23
10/465/0277/00,28836,NORSWORTHY DAIRY GOATS,2019-10-24
35/126/0024/00,29281,N & C H GREGORY,2019-10-25
08/143/0055/,3422,D R & H M  HORSLEY,2019-10-26
35/222/0038/00,12997,J ALLSOP & SONS,2019-10-27
44/763/0028/00,16348,G & J HATTON,2019-10-28
44/501/0157/00,29649,KINDUR GOATS,2019-10-29
08/143/0055/,3422,D R & H M  HORSLEY,2019-10-30
08/143/0055/,3422,D R & H M  HORSLEY,2019-10-31
53/170/0076/,29156,Y CWT CAWS,2019-11-01
10/350/0032/,6728,J GEAKE & SON,2019-11-02
13/304/0100/01,8158,BOYDELLS DAIRY FARM,2019-11-03
13/160/0019/00,28974,MONARCH FARMS,2019-11-04
48/718/0145/00,29901,T/A: A & C L GRAY,2019-11-05
08/195/0052/00,3692,MESSRS PARKIN,2019-11-06
28/028/0056/01,29006,JACMAR DAIRY GOATS,2019-11-07
10/350/0032/00,6728,J GEAKE & SON,2019-11-08
43/029/0080/00,16067,T J A THIRLBY,2019-11-09
28/459/0113/00,30166,T/A: D G & J R BROWNE,2019-11-10
21/165/0013/00,10123,J D LAWRENSON,2019-11-11
21/002/0025/00,9599,DP & SJ BERRY,2019-11-12
21/158/0062/06,10047,R A KIRKHAM,2019-11-13
21/235/0039/00,10299,H & C PICKERVANCE,2019-11-14
21/121/0028/00,9884,E ROPER & SONS,2019-11-15
21/222/0010/00,10263,A & D ROSSALL,2019-11-16
21/238/0010/00,10308,J E WALTON & SONS,2019-11-17
10/446/0002/,7012,MESSRS J H & M SIMMONS,2019-11-18
10/217/0001/,6180,M/S E L ARSCOTT & SONS,2019-11-19
10/217/0034/,6189,C G & G R SPILLER,2019-11-20
08/267/0022/00,3707,MESSRS BROWN,2019-11-21
39/005/0007/00,29968,R & J MORTON,2019-11-22
37/180/0042/00,28803,A M YARDLEY,2019-11-23
37/146/0004/00,15048,J H PARROTT & SON,2019-11-24
08/385/0016/00,4084,MR R COWIN,2019-11-25
08/363/0007/00,3972,R & A G GALBRAITH,2019-11-26
10/080/0004/00,5455,R CHERITON & SONS,2019-11-27
08/628/0012/00,30097,T/A: T J MARTIN & A M PORTER,2019-11-28
10/325/0068/,29490,STEVE PERRY,2019-11-29
56/048/0048/,21848,D A O   E P & P L ROBERTS,2019-11-30
56/045/0014/00,21832,A T & M DAVIES A'U MAB,2019-12-01
35/088/0010/00,12521,T W EARDLEY & SONS,2019-12-02
14/244/0066/01,30686,T/A: SWELL WOLD FARM LLP,2019-12-03
35/088/0043/00,12530,M/S C G FERNIHOUGH & SON,2019-12-04
08/031/0109/00,2814,G N AND J HETHERINGTON,2019-12-05
35/090/0043/00,12538,G H BLAKEMAN,2019-12-06
08/036/0016/00,30673,T/A: EI & JL METCALF,2019-12-07
06/228/0007/00,890,T/A: D & S A BODEN,2019-12-08
08/629/0044/,4229,J & G COOPER,2019-12-09
08/654/0005/,4317,AE & E GARNETT LTD,2019-12-10
56/049/0023/,21858,A & S H THOMAS,2019-12-11
12/083/0052/00,8004,WILKINSON & SON,2019-12-12
43/217/0091/,29032,BROOKEND BUFFALOS,2019-12-13
17/439/0236/,9275,BROOKFIELD FARMS,2019-12-14
21/693/0011/00,10734,B & P A MELLIN,2019-12-15
08/081/0135/00,29904,R & W BEATTIE LIMITED,2019-12-16
08/173/0015/,3414,MR M RIDSDALE & SON,2019-12-17
08/031/0021/00,2798,SEYMOUR FARMS,2019-12-18
08/180/0007/,3600,MR B R DALGLEISH,2019-12-19
08/163/0027/00,3536,MESSRS A & B EDMONDSON,2019-12-20
08/123/0047/,3354,JOHN B MOUNSEY,2019-12-21
08/123/0072/,3351,MESSRS MURRAY,2019-12-22
07/056/0003/00,1828,G S & K M TREVAIL,2019-12-23
10/195/0024/,6056,R J & E A NANCEKIVELL & SON,2019-12-24
31/191/0158/,0,NULL,2019-12-25
37/191/0008/00,15178,T & J L REDFERN,2019-12-26
08/152/0170/04,3499,MR J J GRAVES,2019-12-27
08/123/0117/,3354,JOHN B MOUNSEY,2019-12-28
08/304/0056/,3724,A & J M RILEY,2019-12-29
08/304/0056/,3724,A & J M RILEY,2019-12-30
27/128/0002/00,10822,P & C ATTFIELD,2019-12-31
06/407/0003/00,1495,J R WARD & SONS,2020-01-01
06/453/0209/00,1525,R J & J BLOCKLEY,2020-01-02
08/169/0037/,3558,MR J H WHITTON,2020-01-03
52/206/0060/,30650,T/A: TS  CHT & NS DAVIS,2020-01-04
56/051/0256/,30105,T/A: HENDRE MILK,2020-01-05
22/093/0061/00,30719,AHIMSA DAIRY FOUNDATION,2020-01-06
10/195/0024/,6036,W & N FURSE,2020-01-07
08/143/0051/,3422,D R & H M  HORSLEY,2020-01-08
08/173/0141/03,3592,MESSRS MITCHELL,2020-01-09
37/237/0002/00,15440,R & M HOPLEY & SONS,2020-01-10
08/128/0009/00,3358,MESSRS W A & M MOUNSEY,2020-01-11
37/013/0086/00,29245,L E BOTHWELL,2020-01-12
48/587/0005/00,17936,R METCALFE & SON,2020-01-13
37/223/0101/00,30515,T/A: HIGH ASH FARM,2020-01-14
06/407/0015/00,1560,C R DANKS,2020-01-15
48/810/0004/00,18244,M/S R E & J A AYRTON & SON,2020-01-16
44/763/0028/00,16348,G & J HATTON,2020-01-17
36/403/0003/00,14209,D V & M E SWEET & SON,2020-01-18
06/238/0017/00,944,MESSRS JOHN A &C J SHERWIN,2020-01-19
06/145/0047/00,29639,HALTON FARMS LTD,2020-01-20
09/577/0014/00,5105,MR B COOPER,2020-01-21
45/275/0035/00,16880,T/A: BOWERMAN AND SONS,2020-01-22
43/073/0026/,16086,R S BETTERIDGE,2020-01-23
10/199/0090/,6728,J GEAKE & SON,2020-01-24
07/076/0048/,1889,G H & S A PARSONS LTD,2020-01-25
09/154/0020/,4836,G D & M RODGERS & SONS,2020-01-26
37/244/0007/00,15469,A & S M DALTON,2020-01-27
08/065/0140/,3074,MR J W GRAHAM,2020-01-28
08/081/0135/,29904,R & W BEATTIE LIMITED,2020-01-29
37/026/0028/00,14533,C W PEARCE & PARTNERS,2020-01-30
56/067/0006/00,21909,M/S G WHITTINGHAM & SONS,2020-01-31
56/023/0001/00,21734,R P & G R WILLIAMS,2020-02-01
56/085/0073/00,21987,J C DAVIES & W A DAVIES,2020-02-02
52/111/0044/00,18970,M LL & A G EVANS,2020-02-03
10/455/0096/00,7026,M/S A R T SHADRICK & SON,2020-02-04
34/793/0026/00,25864,K J WITHERS,2020-02-05
06/351/0024/,1381,R I SIDEBOTTOM,2020-02-06
09/099/0009/,4708,P W MELLOR & SON,2020-02-07
06/383/0007/00,1473,R COOPER & SON LTD,2020-02-08
06/074/0008/00,468,W SHONE & SONS,2020-02-09
55/532/0006/00,21604,MR H E & MRS J M DAVIES & SONS,2020-02-10
55/202/0177/00,20522,IL & B THOMAS,2020-02-11
55/282/0014/00,20903,T A & M A HUGHES,2020-02-12
47/661/0027/,17044,C T LEDGER & SON,2020-02-13
55/211/0139/00,20617,E EVANS & SONS LTD,2020-02-14
37/013/0086/00,29245,L E BOTHWELL,2020-02-15
37/227/0069/00,29533,HOLLYWOOD FARMING COMPANY,2020-02-16
17/439/0235/,9275,BROOKFIELD FARMS,2020-02-17
43/064/0004/,16073,R J & N PALMER,2020-02-18
37/215/0003/00,29489,PETER HILL & SON,2020-02-19
08/143/0055/,3422,D R & H M  HORSLEY,2020-02-20
08/188/0086/,3832,H W & J BIRKBECK,2020-02-21
08/108/0135/,29904,R & W BEATTIE LIMITED,2020-02-22
06/237/0022/00,932,MR R C HOLLINSHEAD,2020-02-23
12/083/0052/00,8004,WILKINSON & SON,2020-02-24
10/332/0018/00,6642,L W GOVIER & SONS,2020-02-25
37/180/0034/00,29294,LOWER BARTON FARMS LTD,2020-02-26
48/810/0004/00,18244,M/S R E & J A AYRTON & SON,2020-02-27
37/195/0009/00,15193,MESSRS W MILLINGTON & CO,2020-02-28
36/239/0005/,13838,OLIVE FARM (BABCARY) LTD,2020-02-29
06/228/0007/00,890,T/A: D & S A BODEN,2020-03-01
06/078/0055/00,479,R J & J L BOSTOCK LTD,2020-03-02
06/022/0034/00,353,H F & MRS J LANGLEY & PARTNER,2020-03-03
28/462/0010/00,11365,F S DANN & SON LTD,2020-03-04
53/015/0026/,19226,H S JONES & SONS,2020-03-05
18/050/0034/,30480,CHARLES WRAY,2020-03-06
37/037/0133/00,14622,J BENNISON & PARTNERS,2020-03-07
35/081/0013/00,12466,J W GIBSON & SON,2020-03-08
37/037/0214/00,14637,G BEESTON,2020-03-09
35/088/0041/00,12528,B C & C WEAVER,2020-03-10
37/030/0010/01,14557,J B FURNIVAL & PARTNERS,2020-03-11
20/136/0165/00,9509,W F FARMS,2020-03-12
37/033/0002/00,14596,R P & MRS I COOKE,2020-03-13
20/276/0007/00,9532,STEPHEN FURNIVAL,2020-03-14
37/037/0157/00,14626,W F TURNER & SON,2020-03-15
17/092/0024/,9011,W C & M E GEORGE & SON,2020-03-16
14/151/0022/,8362,G E HUNT & SONS,2020-03-17
50/164/0019/,18718,C LUPTON & SONS,2020-03-18
50/104/0033/,18708,I & L A BUXTON,2020-03-19
37/038/0005/,14646,RE & SE CARTMAIL,2020-03-20
08/169/0037/,3558,MR J H WHITTON,2020-03-21
08/188/0032/,3647,MESSRS T H & M I HUDDLESTON & SON,2020-03-22
08/188/0032/,8049,G SWINBANK & SONS,2020-03-23
08/128/0009/,3358,MESSRS W A & M MOUNSEY,2020-03-24
35/079/0005/,12450,R J & H CLARE,2020-03-25
35/087/0053/,12509,MARTIN PARTNERS,2020-03-26
35/080/0156/,29277,CHESWARDINE PARK FARM,2020-03-27
07/034/0008/,30569,T/A: JB STATTON & SON,2020-03-28
35/083/0091/,12491,T H & K JONES & SONS,2020-03-29
10/050/0083/,29942,TRUDE FARM,2020-03-30
21/238/0602/,10307,D & P A PILKINGTON,2020-03-31
21/015/0019/,9684,GEORGE H SANDERSON & FAMILY,2020-04-01
21/165/0013/,10123,J D LAWRENSON,2020-04-02
21/211/0111/,10227,HENRY BANKS & SONS,2020-04-03
21/649/0007/,10651,M & W M BERRY & SONS,2020-04-04
21/649/0009/,10653,L & A WATSON,2020-04-05
32/119/0006/,11709,DAWSON BROS,2020-04-06
21/106/0242/,9812,E & W THRELFALL,2020-04-07
15/205/0092/,29165,S F MARSDEN,2020-04-08
15/342/0007/,8853,HANCOCKS FARM LIMITED,2020-04-09
37/018/0048/,14473,A J & M E MINSHALL LTD,2020-04-10
38/217/0019/,30115,T/A: THE CALF AT FOOT DAIRY,2020-04-11
37/018/0044/,29486,G C & R E DUROSE,2020-04-12
28/380/0006/,29863,E S BURROUGHS AND SONS,2020-04-13
14/097/0005/,30478,T/A: T E LANDER,2020-04-14
55/451/0113/,21196,M/S D W & C M EVANS,2020-04-15
22/241/0053/,10995,R H TRIVETT & SON,2020-04-16
22/135/0055/,29234,T/A: E T TOMLINSON & SON,2020-04-17
42/115/0012/,15935,C W F HUGHES & SON,2020-04-18
42/038/0012/,15866,THE GOODWOOD ESTATE COMPANY LTD,2020-04-19
06/453/0212/,1527,ROSTON PARTNERS,2020-04-20
06/453/0210/,1526,R & C BATES,2020-04-21
06/453/0209/,1525,R J & J BLOCKLEY,2020-04-22
37/188/0047/,15170,J E LEESE,2020-04-23
37/180/0008/,15115,B HOLT & SONS,2020-04-24
55/206/0096/,22073,H W OULTRAM & CO,2020-04-25
36/067/0015/,13438,A S & S MORGAN,2020-04-26
11/053/0049/,7211,T M GARRY,2020-04-27
36/398/0012/,14189,P & R E KIMBER,2020-04-28
22/228/0141/,29170,LEICESTERSHIRE HANDMADE CHEESE CO,2020-04-29
22/093/0061/,30719,AHIMSA DAIRY FOUNDATION,2020-04-30
22/227/0017/,10970,T SMITH & SONS LTD,2020-05-01
34/792/0080/,12290,W G OGBORNE & SONS,2020-05-02
21/402/0021/,10425,R & M KELLET,2020-05-03
21/402/0036/,10431,W SIMPSON  & CO,2020-05-04
21/209/0053/,10222,W HESKETH & SONS,2020-05-05
21/211/0021/,10226,R & M COWGILL,2020-05-06
21/214/0886/,10236,MESSRS BRADLEY,2020-05-07
10/217/0001/,6180,M/S E L ARSCOTT & SONS,2020-05-08
10/217/0034/,6189,C G & G R SPILLER,2020-05-09
35/075/0043/,12446,G R & K A MASON,2020-05-10
10/009/0012/,5171,M/S P.C.& H.A.HUMPHRY,2020-05-11
38/217/0019/,30115,T/A: THE CALF AT FOOT DAIRY,2020-05-12
13/160/0019/,28974,MONARCH FARMS,2020-05-13
37/205/0062/,15290,A W & B TITTERTON & SONS,2020-05-14
37/195/0015/,15194,D T & R SEABRIDGE,2020-05-15
37/144/0038/,15046,D F  J M & B D PALMER,2020-05-16
09/095/0060/,29477,T/A: P L & K J BOAM,2020-05-17
10/076/0014/,5433,D J & S J MILLS,2020-05-18
35/270/0274/,13204,T/A: R & R W & J R ALLWOOD,2020-05-19
35/270/0096/,13197,R MAYER & SONS,2020-05-20
37/193/0008/,15124,M & E GADSDEN,2020-05-21
37/205/0062/,15290,A W & B TITTERTON & SONS,2020-05-22
45/020/0055/,30122,T/A: MANOR FARM,2020-05-23
45/060/0006/,16518,T/A: JR & SE COOK,2020-05-24
34/415/0106/,30741,T/A: HEALTHY COWS UK,2020-05-25
22/177/0059/,10886,T/A: B & H GRIFFIN,2020-05-26
08/005/0001/,2673,J A & D KIRKBY,2020-05-27
08/001/0092/,30707,T/A: I R & J M FEARON,2020-05-28
37/037/0092/,14613,MESSRS J D EDGE & SONS,2020-05-29
37/188/0084/,15171,MESSRS J L & E M PARKER & SON,2020-05-30
36/067/0015/,13438,A S & S MORGAN,2020-05-31
36/395/0113/,14169,GILCOMBE FARM,2020-06-01
14/101/0009/,8305,S WHITTAKER & CO,2020-06-02
56/055/0075/,21879,R G DAVIES,2020-06-03
56/023/0001/,21734,R P & G R WILLIAMS,2020-06-04
11/038/0005/,7171,M W  P R  P J & R J LEMMEY,2020-06-05
43/073/0026/,16086,R S BETTERIDGE,2020-06-06
43/217/0091/,29032,BROOKEND BUFFALOS,2020-06-07
22/116/0034/,30622,T/A: STONE'S DAIRY,2020-06-08
08/634/0135/,30710,T/A: AP AND CH SHARPHOUSE,2020-06-09
06/238/0007/,939,PARME FARM PARTNERSHIP,2020-06-10
06/238/0017/,944,MESSRS JOHN A &C J SHERWIN,2020-06-11
06/453/0188/,1524,G R FARMS LTD,2020-06-12
06/407/0015/,1500,G R FARMS LTD,2020-06-13
21/044/0019/,9764,R M & B R LUCAS,2020-06-14
21/649/0009/,10653,L & A WATSON,2020-06-15
21/649/0007/,10651,M & W M BERRY & SONS,2020-06-16
21/649/0012/,29293,R  A  I & L LANCASTER,2020-06-17
08/036/0016/,30673,T/A: EI & JL METCALF,2020-06-18
08/037/0028/,2892,M/S J J TAYLOR,2020-06-19
56/241/0022/,22226,M A DODD & SON,2020-06-20
35/269/0011/,13163,W & P BENBOW & SONS,2020-06-21
37/030/0010/,14557,J B FURNIVAL & PARTNERS,2020-06-22
41/023/0169/,15733,OLD PLAW HATCH FARM LIMITED,2020-06-23
37/189/0188/,30742,MUIR FARM LIMITED,2020-06-24
37/270/0091/,15502,G A BARTLAM,2020-06-25
08/161/0091/,29184,R & C BOWMAN,2020-06-26
08/028/0117/,29042,DOLKEN DAIRY GOATS,2020-06-27
08/086/0040/,3199,M/S J & I GILLESPIE,2020-06-28
28/380/0006/,29863,E S BURROUGHS AND SONS,2020-06-29
14/097/0005/,30478,T/A: T E LANDER,2020-06-30
06/313/0012/,1260,W J OAKES & PARTNERS,2020-07-01
06/239/0032/,953,T LEA SHERWIN FARMS,2020-07-02
06/229/0002/,893,P J & C A WILKINSON & SON,2020-07-03
06/081/0043/,484,MR A J NORBURY,2020-07-04
06/149/0034/,663,CURBISHLEY FARMS LTD,2020-07-05
08/031/0109/,2814,G N AND J HETHERINGTON,2020-07-06
08/309/0053/,3736,M/S J H & M E CHAPPLEHOW,2020-07-07
08/411/0033/,4189,J D WHARTON,2020-07-08
18/108/0086/,30333,T/A: MEADOW HAY DAIRIES,2020-07-09
37/037/0133/,14622,J BENNISON & PARTNERS,2020-07-10
37/100/0034/,29294,LOWER BARTON FARMS LTD,2020-07-11
37/180/0008/,15115,B HOLT & SONS,2020-07-12
45/199/0007/,16758,J LANGDON & SONS,2020-07-13
15/023/0018/,8629,H A EDMUNDS,2020-07-14
40/045/7000/,29519,D & P THOMPSON,2020-07-15
37/038/0005/,14646,RE & SE CARTMAIL,2020-07-16
37/201/0176/,30615,T/A: RJ & RH GADSBEY,2020-07-17
37/232/0028/,15390,B N CAPEWELL & SONS,2020-07-18
37/227/0069/,29533,HOLLYWOOD FARMING COMPANY,2020-07-19
48/725/0022/,18110,HOB GREEN FARMERS,2020-07-20
48/705/0006/,18023,M/S MILES BAUL & PARTNERS,2020-07-21
22/213/0022/,29503,R B BETTERIDGE,2020-07-22
22/093/0061/,30719,AHIMSA DAIRY FOUNDATION,2020-07-23
17/092/0024/,9011,W C & M E GEORGE & SON,2020-07-24
06/073/0004/,466,A C ROBINSON & SONS,2020-07-25
06/055/0020/,432,MESSRS B D HASSALL,2020-07-26
48/391/0046/,17550,M/S J PRATT & SONS,2020-07-27
29/238/0188/,30033,NENEVIEW DAIRIES,2020-07-28
29/251/0049/,11495,ROBERT J. LEE,2020-07-29
10/455/0096/,7026,M/S A R T SHADRICK & SON,2020-07-30
21/044/0019/,9764,R M & B R LUCAS,2020-07-31
37/015/0050/,14454,M H & S BUXTON,2020-08-01
37/004/0010/,14424,T/A  I & G E GREGSON,2020-08-02
08/345/0003/,3899,M/S J J & M A PARK & SON,2020-08-03
08/185/0026/,3632,J & D M GRAHAM,2020-08-04
09/099/0009/,4708,P W MELLOR & SON,2020-08-05
24/182/0014/,10909,J L WOODWARD,2020-08-06
22/042/0058/,19508,W T & H ROBERTS,2020-08-07
41/023/0169/,15733,OLD PLAW HATCH FARM LIMITED,2020-08-08
21/235/0039/,10299,H & C PICKERVANCE,2020-08-09
21/235/0048/,10302,A & S HALL,2020-08-10
56/205/0008/,22064,F N BLETCHER & SON,2020-08-11
56/226/0118/,22142,T/A: RHUAL DAIRY,2020-08-12
56/037/0047/,21761,IB EW & BL ROBERTS,2020-08-13
09/039/0011/,4531,C H & J W WITHAM,2020-08-14
56/040/0033/,21780,JW JONES & CO,2020-08-15
56/037/0047/,21761,IB EW & BL ROBERTS,2020-08-16
03/213/0001/,30372,NULL,2020-08-17
37/151/0006/,15060,T SWIFT & SON,2020-08-18
37/187/0054/,15149,D BUCKLESS,2020-08-19
37/232/0028/,15390,B N CAPEWELL & SONS,2020-08-20
06/022/0069/,358,T A DOBSON & SON,2020-08-21
06/057/0019/,437,J RAVENSCROFT & PARTNERS,2020-08-22
37/201/0005/,15228,STUBBS PARTNERS,2020-08-23
37/188/0047/,15170,J E LEESE,2020-08-24
37/195/0009/,15193,MESSRS W MILLINGTON & CO,2020-08-25
29/001/0001/,11415,ADAMS & SON,2020-08-26
53/015/0026/,19226,H S JONES & SONS,2020-08-27
36/219/0016/,13723,J F  T M  & S A PARFITT,2020-08-28
45/010/0011/01,16381,J H VIGAR & SON,2020-08-29
10/071/0090/,5412,B H & A E WORTH,2020-08-30
10/027/0025/,5283,MISS ALICE ENGLAND,2020-08-31
10/406/0113/,6909,D G FRANKPITT,2020-09-01
37/013/0077/,28996,N & F ROOBOTTOM,2020-09-02
17/047/0155/,30733,T/A: J T B PRITCHARD,2020-09-03
40/067/0095/,15673,WITHYBUSH FARM,2020-09-04
40/045/7000/,29519,D & P THOMPSON,2020-09-05
40/043/0156/,29133,CRT PIERREPONT FARM,2020-09-06
37/244/0007/,15469,A & S M DALTON,2020-09-07
37/238/0001/,15452,T A & E J HARRISON & SON,2020-09-08
21/007/0017/,9615,THOMAS PARKINSON,2020-09-09
21/672/0026/,29788,EMMA'S DAIRY,2020-09-10
49/431/0077/,18632,T/A: M & H JACKSON,2020-09-11
49/543/0015/,18704,BRIAN HAIGH,2020-09-12
21/164/0087/,10119,A ECKERSLEY & SONS,2020-09-13
21/007/0141/,9642,A BRETHERTON & SONS,2020-09-14
21/007/0138/,9641,F & L RIDING,2020-09-15
21/235/0011/,10296,O & H MELLING,2020-09-16
21/211/0021/,10226,R & M COWGILL,2020-09-17
48/858/0020/,18380,M/S S & C H BRENNAND,2020-09-18
08/193/0001/,3674,MESSRS FORRESTER,2020-09-19
06/236/0040/,923,J S & A  HOLT & SON,2020-09-20
53/018/0046/,19236,WC & M J EVANS AI MEIBION,2020-09-21
53/167/0045/,29406,HUW EURIG JONES,2020-09-22
07/188/0113/,2450,TRINK DAIRY LIMITED,2020-09-23
37/004/0023/,14427,MESSRS R J BROWN & SON,2020-09-24
37/234/0036/,15428,MRS R M NICHOLLS,2020-09-25
38/023/0035/,30717,T/A: THE SUFFOLK GOAT CHEESE COMPANY,2020-09-26
38/400/0005/,15616,H F CAPON & SON,2020-09-27
14/097/0005/,30478,T/A: T E LANDER,2020-09-28
41/056/0236/,15755,P G T HOOK & SON,2020-09-29
41/099/0014/,28927,JOHN S PILE (FARMS) LTD,2020-09-30
09/048/0070/,4572,K A & A SMITH,2020-10-01
37/203/0042/,15270,D G & J A BALL,2020-10-02
37/132/0051/,15014,J L ATHERTON & CO,2020-10-03
06/243/0003/,22967,J & T J N PLATT,2020-10-04
06/229/0008/,898,RIVERDANE HOLSTEINS,2020-10-05
56/051/0142/,21864,T M HUGHES,2020-10-06
47/738/0029/,17152,R FIRTH & SON,2020-10-07
47/628/0042/,30203,T/A: M H RICHARDSON,2020-10-08
47/722/0030/,17116,B A FOX,2020-10-09
06/229/0005/,895,RIVERSIDE,2020-10-10
45/129/0145/,29413,C J EAVIS FARMS LTD,2020-10-11
45/010/0011/00,16382,J H VIGAR & SON,2020-10-12
10/161/0016/,5826,R W H DILLING,2020-10-13
37/037/0214/,14637,G BEESTON,2020-10-14
37/181/0047/,15170,J E LEESE,2020-10-15
37/193/0008/,15184,W S & A WINNINGTON,2020-10-16
53/018/0142/,19237,W W & R W WILLIAMS,2020-10-17
37/032/0092/,14613,MESSRS J D EDGE & SONS,2020-10-18
37/203/0065/,15273,MESSRS E A WILD & SONS,2020-10-19
37/234/0036/,15428,MRS R M NICHOLLS,2020-10-20
40/043/0156/,29133,CRT PIERREPONT FARM,2020-10-21
16/013/0036/,8876,QUEENBOWER DAIRY,2020-10-22
07/208/0067/,2590,GREENACRES FARM,2020-10-23
07/185/0059/,2417,S J M PASCOE & SONS,2020-10-24
07/175/0054/,2349,F H BENNEY & SONS,2020-10-25
10/196/0005/,6042,MERRIJOHN LTD,2020-10-26
36/240/0184/,30724,T/A: P H CREED & SON,2020-10-27
06/239/0003/,950,MR P & MRS D SMALLWOOD,2020-10-28
06/229/0015/,901,H & C M MADDOCK,2020-10-29
08/146/0083/,29187,MESSRS WALSH,2020-10-30
21/417/0023/,10532,T/A: W S BURROW & SON,2020-10-31
09/001/0198/,4394,S G & S A COUPE,2020-11-01
09/012/0116/,4427,MR H & M H HOWE,2020-11-02
21/402/0011/,10422,J.B. & J.B. LAWSON,2020-11-03
